Country Name,Indicator Code,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Switzerland,labor,0.9353346,0.9353346,0.9353346,0.9353346,0.9353346,0.9353346,0.9353346,0.9353346,0.9353346,0.9353346,0.9353346,0.9353346,0.9353346,0.9353346,0.9353346,0.9353346,0.9442104,0.9442104,0.9442104,0.9442104,0.9442104,0.8850862,0.8850862,0.8850862,0.8850862,0.8850862,0.8850862,0.8850862,0.8850862,0.8850862,0.8850862,0.8850862,0.8850862,0.8850862,0.8850862,0.8850862,0.8850862,0.8850862,0.8850862,0.8850862,0.8850862,0.8850862
Switzerland,extfin_out,2,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Switzerland,extfin_out_pfeq,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Switzerland,extfin_out_bank,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,1.5,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Switzerland,extfin_in,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Switzerland,extfin_in_pfeq,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Switzerland,extfin_in_bond,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Uruguay,trade,0.23333333,0.23333333,0.33333333,0.33333333,0.33333333,0.33333333,0.36666667,0.36666667,0.36666667,0.36666667,0.4,0.4,0.4,0.4,0.69193765,0.68476731,0.68476731,0.68476731,0.71810064,0.90488891,0.90488891,0.93822224,0.88755557,0.88435552,0.88266667,0.8632,0.8624,0.88204443,0.88328891,0.86977776,0.86977776,0.89768891,0.91226667,0.91431115,0.91537776,0.91466667,0.91493333,0.9144,0.91288885,0.91324443,0.91253333,0.9128
Uruguay,domfin,0.0555556,0.1666667,0.1666667,0.3888889,0.3888889,0.3888889,0.5555556,0.5555556,0.6111111,0.4444444,0.3888889,0.3333333,0.4444444,0.4444444,0.4444444,0.4444444,0.4444444,0.5,0.5,0.6666667,0.6666667,0.6666667,0.7222222,0.7222222,0.7222222,0.7222222,0.7222222,0.7222222,0.7222222,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.7222222,0.7222222,0.7222222
Uruguay,prdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333333,0.25,0.25,0.46428571429,0.53571428571,0.53571428571,0.53571428571,0.53571428571,0.53571428571,0.53571428571,0.53571428571,0.53571428571,0.53571428571,0.53571428571,0.53571428571,0.53571428571,0.53571428571,0.53571428571
Uruguay,labor,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828,0.8849828
Uruguay,extfin_out,0.5,2,2,2,2,2,2,2,2,2,2,2,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Uruguay,extfin_out_fdi,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Uruguay,extfin_out_bond,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Uruguay,extfin_out_bank,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Uruguay,extfin_in_pfeq,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Uruguay,extfin_in_mmi,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.5,1.5,1.5
Uzbekistan,extfin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Uzbekistan,domfin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0555556,0.0555556,0.0555556,0.0555556,0.1111111,0.2222222,0.3333333,0.3333333,0.3333333,0.3333333,0.4444444,0.5,0.5,0.5,0.5,0.5,0.5,0.4444444,0.4444444,0.4444444,0.4444444,0.4444444,0.4444444,0.4444444
Uzbekistan,prdm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.14285714286,0.14285714286,0.14285714286,0.14285714286,0.14285714286,0.14285714286,0.14285714286,0.21428571429,0.28571428571,0.28571428571,0.28571428571,0.28571428571,0.28571428571,0.28571428571,0.28571428571,0.28571428571,0.28571428571,0.28571428571,0.28571428571,0.28571428571
Venezuela,trade,NA,NA,NA,NA,0.44627568,0.44627568,0.44627568,0.51047968,0.54118997,0.54118997,0.37452331,0.40785664,0.40785664,0.30785664,0.30785664,0.30785664,0.67034341,0.70367675,0.70367675,0.81431115,0.81431115,0.61431115,0.65288891,0.88622224,0.88604443,0.85128891,0.84844443,0.84897781,0.84773333,0.8456,0.48142224,0.48888891,0.48746667,0.49048885,0.49484443,0.52453333,0.49137776,0.48382224,0.49484443,0.49475557,0.49644443,0.50195557
Venezuela,domfin,0.1111111,0.1111111,0.2222222,0.2222222,0.2222222,0.2222222,0.2222222,0.1666667,0.2222222,0.2222222,0.2222222,0.2222222,0.2222222,0.2222222,0.2222222,0.2222222,0.3333333,0.3888889,0.5,0.5,0.5555556,0.4444444,0.4444444,0.7222222,0.8888889,0.8888889,0.8888889,0.8888889,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333,0.8333333
Venezuela,labor,0.8279123,0.948165,0.8619398,0.8619398,0.8619398,0.8619398,0.8619398,0.8619398,0.8619398,0.8619398,0.8619398,0.8619398,0.8619398,0.8619398,0.8619398,0.8619398,0.8619398,0.8619398,0.7159008,0.7159008,0.7159008,0.7159008,0.7159008,0.7159008,0.7159008,0.7159008,0.7159008,0.7159008,0.7159008,0,0.1249269,0.1249269,0.1249269,0.1249269,0.1249269,0.1249269,0.1249269,0.1249269,0.1249269,0.1640466,0.1640466,0.1640466
Venezuela,extfin_out,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,0.5,0.5,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5
Venezuela,extfin_out_fdi,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,2,2,2,0,0,1,2,2,2,2,2,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Venezuela,extfin_out_pfeq,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,2,2,2,0,0,1,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1
Venezuela,extfin_out_bond,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,2,2,2,0,0,1,1.5,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1
Venezuela,extfin_out_bank,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,2,2,2,0,0,1.5,2,2,2,2,2,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Venezuela,extfin_in,2,2,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.5,1,1,1,1,1,1.5,2,2,2,2,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5
Venezuela,extfin_in_pfeq,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1
Venezuela,extfin_in_bond,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0.5,0.5,2,2,2,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1.5
Venezuela,extfin_in_mmi,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1.5
Morocco,trade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36007589,0.35909024,0.35848043,0.35744875,0.35744875,0.39078208,0.39078208,0.25608192,0.1,0.1,0.16666667,0.42678299,0.50574165,0.50574165,0.40889499,0.43848891,0.44035557,0.44391109,0.44675557,0.44675557,0.52906667,0.56017776,0.64844443,0.66097776,0.68524443,0.61582224,0.64151115,0.72373333,0.66819264,0.7616
Morocco,extfin,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
Morocco,domfin,0.1111111,0.1111111,0.1111111,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.1111111,0.1111111,0.1111111,0.1111111,0.1111111,0.1111111,0.2222222,0.2222222,0.2222222,0.2222222,0.3888889,0.4444444,0.5,0.6111111,0.6111111,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,0.7777778,0.7777778,0.7777778,0.8333333,0.8333333,0.8888889,0.8888889,0.8888889,0.8888889
Morocco,prdm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22619047619,0.22619047619,0.22619047619,0.36904761905,0.36904761905,0.36904761905,0.36904761905,0.36904761905,0.5119047619,0.5119047619,0.5119047619,0.5119047619,0.5119047619,0.5119047619,0.5119047619,0.5119047619,0.5119047619,0.5119047619
Morocco,labor,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.7418607,0.5704229,0.5704229,0.5704229,0.5704229,0.5704229,0.5704229,0.5704229,0.5704229,0.5704229,0.5704229
Morocco,extfin_out,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Morocco,extfin_out_fdi,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1
Morocco,extfin_out_pfeq,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Morocco,extfin_out_bond,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Morocco,extfin_out_bank,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Morocco,extfin_in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Morocco,extfin_in_pfeq,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Morocco,extfin_in_bond,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Morocco,extfin_in_mmi,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Morocco,extfin_in_bank,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mozambique,extfin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,0.25,0.25,0.25,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
Mozambique,domfin,NA,NA,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.0555556,0.1111111,0.2222222,0.3888889,0.4444444,0.6111111,0.7222222,0.7777778,0.7777778,0.7777778,0.7777778,0.7777778,0.7777778,0.7777778,0.7777778,0.8333333,0.7777778,0.8333333,0.7222222,0.6666667,0.6666667,0.6666667,0.7222222,0.7222222
Mozambique,prdm,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571429,0.071428571429,0.071428571429,0.071428571429,0.071428571429,0.15476190476,0.15476190476,0.15476190476,0.15476190476,0.22619047619,0.22619047619,0.22619047619,0.22619047619,0.22619047619,0.22619047619,0.22619047619,0.22619047619,0.22619047619,0.22619047619,0.22619047619,0.22619047619,0.22619047619,0.22619047619
Mozambique,labor,NA,NA,0.9439366,0.9439366,0.9439366,0.9439366,0.9439366,0.9439366,0.9439366,0.9439366,0.9439366,0.9439366,0.9439366,0.6872044,0.6872044,0.6872044,0.6872044,0.6872044,0.6872044,0.6872044,0.6872044,0.6872044,0.6872044,0.6872044,0.6872044,0.6872044,0.6556676,0.6556676,0.6556676,0.6556676,0.6556676,0.6556676,0.6556676,0.6556676,0.6556676,0.5963473,0.5963473,0.5963473,0.5963473,0.5963473,0.5963473,0.5963473
Mozambique,extfin_out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Mozambique,extfin_in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
